record_id,benchmark_label,exact_prime2_peptide_hla,exact_bigmhc_im_trainval,exact_deepimmuno_peptide_hla,union_known_exact_overlap,prime2_label_conflict,deepimmuno_label_conflict,peptide_only_prime2_different_hla,peptide_only_deepimmuno_different_hla,near_hamming1_prime2_same_hla,near_hamming1_deepimmuno_same_hla,deephlapan_training_overlap
zhao-vaccine-3cddb5de3fdc73f8,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-53ec168fd080effa,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-32a90e336ffe9f36,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-67871099a490d0b7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e59b09ec5c615041,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f1e4f673cb84311b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b1370175a555b7d6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0eea6d5b9cd833c3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ff9183813284c18c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a337cd9e3db2db1c,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-bad48b682dea20e2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-69265220b712eaff,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-30fce3961fb83225,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a33346cd1639929e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8237ebe4fa614cb2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8fd0352416cfec6e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-678bd3325aebf69a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8e33615b93106694,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f0fe0e1502ca3c40,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-53b0894b3f86cda3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e90da088575654ed,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-15fc7b4196341249,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-31e400851e8cba8e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-728cbd534905bb7c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a4010af471f417b5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2dbff2366e148251,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d5f2a4fb941105d2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-dba5560226e496f4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-55d96c19400f7e26,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-bd2f8606fb30409a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-65a25a2687793bd5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e10b49188814293a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-230be4384e65ea36,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-616ff67e3e0809a3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a579507c6a7fddf4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-dd746da151697768,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3a22225a5d7f2908,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5caf67c8d2a99efb,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9a578efb510196ff,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d695470f95d9e06e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-efa3f2649bac6ab4,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-08f2b9d1776ef138,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-fadd82945ab4638b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0c6854e9a75f6d2c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ce3874fa7fbdef2a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-aad48279dc4dd514,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c026707a02efbd26,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-bfa4b61c793e605f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-15401e249b05f5c5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-6b5beddba8bd252c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1c5b74ef6f95d794,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-fea68d4d27ef7814,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d007cff8a448a8ef,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3e1dbf3a6ee4c36f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e988571ea77fc8a5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-cc846329c598f7ef,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2ae7ecfc3864a89f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1c60e7cef35ab689,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b95d13f1321c6ed3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1e97369be34cf2f7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5289e0af5170b9c0,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0382554b4ecb89e3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b1fc86c569d9b3b0,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9e10dcb2a49789d0,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-538a116eb355ac3f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5555779da3a7954b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1207e1f28a7ce672,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-145673a06fe32c32,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8778badd24dbb533,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-361fc2f6770f984f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1070795508b31641,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a5bfe0738421772d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-37ce52867b245b48,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-da47a1ad401e2996,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-96f54241bdd80a5f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7bb94fe418471df7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a6747d61775f09f7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-6da954109a635742,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f441c6d5ea9c9518,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5d08657e7e0d61ea,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9afe0fd40501fb25,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4483f2a784fc6ed9,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-dc896238782e4631,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-bf220356d06db0f0,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a75e663bab34906c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-54ec293e84e13508,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-6d227e48064eb22f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-44f1285caea075a7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2dea372668b54f24,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a65e858815f38613,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-798364a9eb823880,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-295b177510adca1e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-25b0ee2d16a42eda,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-dead279e867c4665,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b629247dcc4ce157,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-645c0657755c03d1,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-56e09080ec5d141a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e65870d5c13f0cae,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e163786dd60b30c6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-52abf4ab6ec53398,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f095e17a85ac6274,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ae66c36ac74a789a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-efda1ba858fbe5cd,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-748ce69b5e1e7d7a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3aff159c60b53eab,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-36b2b5626e9cf020,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-914803d50e1be2db,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-57e80af6b56dfdf5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9e18dbe1835f1997,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9d185ca51b52793e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c845ec4db4fdf2b1,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2559495fe7cc09c8,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e228d834b3506f37,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-632173550f8defa7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-429e2fc94d9e9045,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5fe6eb68309e409a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0dfb7b47d5d12f64,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3e67648453abcd83,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-38f2049f0ff4c129,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-57d0eb88667194d5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f1aee3464f60a35c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2558c43d3ff0ad35,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c772357dc481e666,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4fd5d53649a59869,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-03337e287c4c1eb9,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a1619d1bdeaec50c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-357637a55b5dfa0c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f5effd103564b8de,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-616ea22fb1ba1a9e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c88d67228419fc50,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ca0cdaf9d43b725f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b79174e32f0a9eae,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2bf13a54882991b8,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8f375180dc93b864,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-85eb791d393f0129,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7625040ee15f1bba,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a4ade91218cdc75f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-401d2a0add232871,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b4bca017beffad42,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-429e3f8c0f5c862c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4d63951595b04409,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-47647b5942f35551,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-fdd8fc87e5104d7b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d4aa4e707108dc27,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c51e7ea4f4c184cc,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d05912317fe97c27,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e6461efde3c2741a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5df5dec8f4f78c14,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b669bb46479a807e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-cf766650b07d46ee,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-74aa856bf12974ba,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-64c98e09b69a5d62,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-80bf7079133ebe0b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-efcea0bc4d09a05f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c8f8737258d70cd3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b6b92b7e81b75a24,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
