record_id,benchmark_label,exact_peptide_hla_in_prime2_train,peptide_in_prime2_train,matched_training_labels,prime2_random_flag,exact_bigmhc_im_trainval_overlap,near_hamming1_same_hla_prime2_train,near_hamming1_training_peptide_count,classification
improve-23b148ac14f5d4bd,1,0,0,,,0,0,0,no_overlap
improve-3ff8b052dc901b92,1,0,0,,,0,0,0,no_overlap
improve-b03935ed94c0a534,1,0,0,,,0,0,0,no_overlap
improve-43383d89a57e63af,1,0,0,,,0,0,0,no_overlap
improve-d2f8be9f775f7a92,1,0,0,,,0,0,0,no_overlap
improve-86f8d22e231187b4,1,0,0,,,0,0,0,no_overlap
improve-ff7e1eb63978e2ab,1,0,0,,,0,0,0,no_overlap
improve-8c68eca5faef64b9,1,0,0,,,0,0,0,no_overlap
improve-4d56f81b9f5fdf82,1,0,0,,,0,0,0,no_overlap
improve-9e01f5eee122250a,1,0,0,,,0,0,0,no_overlap
improve-c3b41dffb27ba1de,1,0,0,,,0,0,0,no_overlap
improve-9cdd51af92e1482b,1,0,0,,,0,0,0,no_overlap
improve-514390b5e568defd,1,0,0,,,0,0,0,no_overlap
improve-5c71bdb0821c82ad,1,0,0,,,0,0,0,no_overlap
improve-a5538474bcddc587,1,0,0,,,0,0,0,no_overlap
improve-0d202d93fe862760,1,0,0,,,0,0,0,no_overlap
improve-446510a9f928e92e,1,0,0,,,0,0,0,no_overlap
improve-6852782ad6e18f18,1,0,0,,,0,0,0,no_overlap
improve-e0cfae7ede93a041,1,0,0,,,0,0,0,no_overlap
improve-6eb87618a2155a68,1,0,0,,,0,0,0,no_overlap
improve-b9ba36262184cd1f,1,0,0,,,0,0,0,no_overlap
improve-2ac96aba0069cf87,1,0,0,,,0,0,0,no_overlap
improve-017ac00d4d343e0c,1,0,0,,,0,0,0,no_overlap
improve-479ab74e00ceb775,1,0,0,,,0,0,0,no_overlap
improve-574266c6bddf7918,1,0,0,,,0,0,0,no_overlap
improve-e1d4cf3585eabbd3,1,0,0,,,0,0,0,no_overlap
improve-9f660aac993246b7,1,0,0,,,0,0,0,no_overlap
improve-99c7eb3f56ebf8e3,1,0,0,,,0,0,0,no_overlap
improve-9cdf473d6481896d,1,0,0,,,0,0,0,no_overlap
improve-3e3f7f784e5ac404,1,0,0,,,0,0,0,no_overlap
improve-114035cedbe7e0bb,1,0,0,,,0,0,0,no_overlap
improve-24e91ab48c7a4781,1,0,0,,,0,0,0,no_overlap
improve-8c6ace898a0656c9,1,0,0,,,0,0,0,no_overlap
improve-10d08e345daa50f7,1,0,0,,,0,0,0,no_overlap
improve-da0f58212ef38f45,1,0,0,,,0,0,0,no_overlap
improve-ebd8f0b3370e2bb7,1,0,0,,,0,0,0,no_overlap
improve-8cc72bc4ae3c7a32,1,0,0,,,0,0,0,no_overlap
improve-25c6f17c092766fc,1,0,0,,,0,0,0,no_overlap
improve-8ffb056c0f7e176e,1,0,0,,,0,0,0,no_overlap
improve-e2a3ca3ba893b0ae,1,0,0,,,0,0,0,no_overlap
improve-0f2652445fef1428,1,0,0,,,0,0,0,no_overlap
improve-7ddc4300723140a3,1,0,0,,,0,0,0,no_overlap
improve-45870fdb907822ce,1,0,0,,,0,0,0,no_overlap
improve-6ff6b7af34128cdd,1,0,0,,,0,0,0,no_overlap
improve-cacdcb7e743e4ad3,1,0,0,,,0,0,0,no_overlap
improve-706ad773f12af882,1,0,0,,,0,0,0,no_overlap
improve-0ff5c970bf23cc6f,1,0,0,,,0,0,0,no_overlap
improve-f4ae3b0bc91897e9,1,0,0,,,0,0,0,no_overlap
improve-130ca91b6161a0e1,1,0,0,,,0,0,0,no_overlap
improve-0513c86f7a50d672,1,0,0,,,0,0,0,no_overlap
improve-b46d27627e3efbf2,1,0,0,,,0,0,0,no_overlap
improve-f37a8e61cf153202,1,0,0,,,0,0,0,no_overlap
improve-2ebb493b4376e899,1,0,0,,,0,0,0,no_overlap
improve-b49a60e44cddcf51,1,0,0,,,0,0,0,no_overlap
improve-5959c149ae85f130,1,0,0,,,0,0,0,no_overlap
improve-b1c3185b51db2390,1,0,0,,,0,0,0,no_overlap
improve-400bdc3b0324bc57,1,0,0,,,0,0,0,no_overlap
improve-5717f70afb1246ed,1,0,0,,,0,0,0,no_overlap
improve-fc14ba38a42a5bab,1,0,0,,,0,0,0,no_overlap
improve-33c18232063d4372,1,0,0,,,0,0,0,no_overlap
improve-b23b669c8f23c7d3,1,0,0,,,0,0,0,no_overlap
improve-1c45ef8aa6e9534c,1,0,0,,,0,0,0,no_overlap
improve-da8819defc2a0430,1,0,0,,,0,0,0,no_overlap
improve-ee689a84a3126260,1,0,0,,,0,0,0,no_overlap
improve-62f5a48388d23997,1,0,0,,,0,0,0,no_overlap
improve-a754943b4a0c5c39,1,0,0,,,0,0,0,no_overlap
improve-b4d1519b7d7fcbfe,1,0,0,,,0,0,0,no_overlap
improve-8fbd9ee5446c92f6,1,0,0,,,0,0,0,no_overlap
improve-8c3d38ae628f4395,1,0,0,,,0,0,0,no_overlap
improve-99a32233c28957a2,1,0,0,,,0,0,0,no_overlap
improve-fc02f28fbf2e4268,1,0,0,,,0,0,0,no_overlap
improve-13208431d3e68dcf,1,0,0,,,0,0,0,no_overlap
improve-00fe37b5a8f96716,1,0,0,,,0,0,0,no_overlap
improve-6de4908942e33013,1,0,0,,,0,0,0,no_overlap
improve-204b7f211cb1c168,1,0,0,,,0,0,0,no_overlap
improve-76b2b08a5c252984,1,0,0,,,0,0,0,no_overlap
improve-53de6f46a6040b4e,1,0,0,,,0,0,0,no_overlap
improve-8779789d5a2f5032,1,0,0,,,0,0,0,no_overlap
improve-67dd04b9336f7e9f,1,0,0,,,0,0,0,no_overlap
improve-5fd7a0fb5429d657,1,0,0,,,0,0,0,no_overlap
improve-a3f3e3c971148271,1,0,0,,,0,0,0,no_overlap
improve-6391eae5709584a3,1,0,0,,,0,0,0,no_overlap
improve-62a4e0d37b1cdb19,1,0,0,,,0,0,0,no_overlap
improve-b9a4022e38509050,1,0,0,,,0,0,0,no_overlap
improve-b6c0873058e0e0e0,1,0,0,,,0,0,0,no_overlap
improve-e171b61c87f01498,1,0,0,,,0,0,0,no_overlap
improve-4467f1227a3aeac0,1,0,0,,,0,0,0,no_overlap
improve-e8830d340d69bbee,1,0,0,,,0,0,0,no_overlap
improve-f46e62ddbd15a0f0,1,0,0,,,0,0,0,no_overlap
improve-a554fe7f576fc081,1,0,0,,,0,0,0,no_overlap
improve-6150eeac21d4c44c,1,0,0,,,0,0,0,no_overlap
improve-a73f69b55504d476,1,0,0,,,0,0,0,no_overlap
improve-b86f001fcdbd7064,1,0,0,,,0,0,0,no_overlap
improve-57e8bea803293f01,1,0,0,,,0,0,0,no_overlap
improve-73411b5a5f243cf9,1,0,0,,,0,0,0,no_overlap
improve-0f5dbdba7ea48835,1,0,0,,,0,0,0,no_overlap
improve-e3cf8ae34291681b,1,0,0,,,0,0,0,no_overlap
improve-0ee15315956b4468,1,0,0,,,0,0,0,no_overlap
improve-e1f18758210ccd11,1,0,0,,,0,0,0,no_overlap
improve-acee4ec83bc7218d,1,0,0,,,0,0,0,no_overlap
improve-ed40b38f0b3e940e,1,0,0,,,0,0,0,no_overlap
improve-f167745221bc5981,1,0,0,,,0,0,0,no_overlap
improve-7e2ad428a5af4b6f,1,0,0,,,0,0,0,no_overlap
improve-c61bb8876ef0c629,1,0,0,,,0,0,0,no_overlap
improve-35853c112c4dc9b6,1,0,0,,,0,0,0,no_overlap
improve-3f1d7fef72b7a66a,1,0,0,,,0,0,0,no_overlap
improve-7eba9baece12f8de,1,0,0,,,0,0,0,no_overlap
improve-e2ccd4723d98db86,1,0,0,,,0,0,0,no_overlap
improve-a8589c3e7e415ebd,1,0,0,,,0,0,0,no_overlap
improve-f20b728469d4965a,1,0,0,,,0,0,0,no_overlap
improve-97a3db8680fd3320,1,0,0,,,0,0,0,no_overlap
improve-fb0996f1bdcac7bf,1,0,0,,,0,0,0,no_overlap
improve-9f3fe3f1531462f8,1,0,0,,,0,0,0,no_overlap
improve-38b5de671dfe6d06,1,0,0,,,0,0,0,no_overlap
improve-c9554845b71ce468,1,0,0,,,0,0,0,no_overlap
improve-dcb1b4016107cfb5,1,0,0,,,0,0,0,no_overlap
improve-9f47fd6ace12529d,1,0,0,,,0,0,0,no_overlap
improve-6fa405d9e6f2ee51,1,0,0,,,0,0,0,no_overlap
improve-60c6667900e2b53c,1,0,0,,,0,0,0,no_overlap
improve-7d9d5d45582d6160,1,0,0,,,0,0,0,no_overlap
improve-be6dc7054b87e4fd,0,0,0,,,0,0,0,no_overlap
improve-5580531cf06a93ce,0,0,0,,,0,0,0,no_overlap
improve-2b8212ace4cfd157,0,0,0,,,0,0,0,no_overlap
improve-ec568e8a3baa64d0,0,0,0,,,0,0,0,no_overlap
improve-b3800dab47842700,0,0,0,,,0,0,0,no_overlap
improve-4e425c644d77f621,0,0,0,,,0,0,0,no_overlap
improve-718f0ba0e4a79235,0,0,0,,,0,0,0,no_overlap
improve-ba777e14d3595d81,0,0,0,,,0,0,0,no_overlap
improve-be9a82a6ac2318fc,0,0,0,,,0,0,0,no_overlap
improve-c287b1cc4e1576df,0,0,0,,,0,0,0,no_overlap
improve-fead3c0b4e2da4f7,0,0,0,,,0,0,0,no_overlap
improve-52ade59498863e9a,0,0,0,,,0,0,0,no_overlap
improve-3ef088f3e68747a1,0,0,0,,,0,0,0,no_overlap
improve-7a8c8b3f5ea6cbbe,0,0,0,,,0,0,0,no_overlap
improve-a15592c4821809cb,0,0,0,,,0,0,0,no_overlap
improve-2da41bd51ab37b72,0,0,0,,,0,0,0,no_overlap
improve-835f8f4c9f2d6213,0,0,0,,,0,0,0,no_overlap
improve-6c29adeb76b93a48,0,0,0,,,0,0,0,no_overlap
improve-941abc9f957770e2,0,0,0,,,0,0,0,no_overlap
improve-35714284b7a4c20c,0,0,0,,,0,0,0,no_overlap
improve-66ced1a1814a3425,0,0,0,,,0,0,0,no_overlap
improve-dce38d56b4f02696,0,0,0,,,0,0,0,no_overlap
improve-4ba51e7d489641c4,0,0,0,,,0,0,0,no_overlap
improve-fd7db36d76eefb84,0,0,0,,,0,0,0,no_overlap
improve-e707461a37307f6c,0,0,0,,,0,0,0,no_overlap
improve-a11c084e03b2302c,0,0,0,,,0,0,0,no_overlap
improve-080e71e5bfe14346,0,0,0,,,0,0,0,no_overlap
improve-4a10615b8d01d1c6,0,0,0,,,0,0,0,no_overlap
improve-66d91c3da189c9a8,0,0,0,,,0,0,0,no_overlap
improve-9abf7bcd15edd23d,0,0,0,,,0,0,0,no_overlap
improve-6a8a1b9f9e9f1b6d,0,0,0,,,0,0,0,no_overlap
improve-7609108ed993ec01,0,0,0,,,0,0,0,no_overlap
improve-511e2a903d2a1dab,0,0,0,,,0,0,0,no_overlap
improve-3303212751a01269,0,0,0,,,0,0,0,no_overlap
improve-263c26736115eaf2,0,0,0,,,0,0,0,no_overlap
improve-4879b3b6702bf695,0,0,0,,,0,0,0,no_overlap
improve-f98143b1e54e3f18,0,0,0,,,0,0,0,no_overlap
improve-b40fce49c200756a,0,0,0,,,0,0,0,no_overlap
improve-e0d46c5c9e794b7e,0,0,0,,,0,0,0,no_overlap
improve-c52f4fa35799ce4a,0,0,0,,,0,0,0,no_overlap
improve-de82a1f1e2bdb8fe,0,0,0,,,0,0,0,no_overlap
improve-3390e5c032ebf053,0,0,0,,,0,0,0,no_overlap
improve-eed27a41a22ad205,0,0,0,,,0,0,0,no_overlap
improve-2c0d74edcce534ce,0,0,0,,,0,0,0,no_overlap
improve-23255e32f590b335,0,0,0,,,0,0,0,no_overlap
improve-9a8c655f59298ed4,0,0,0,,,0,0,0,no_overlap
improve-69bbc12b2cf9ed23,0,0,0,,,0,0,0,no_overlap
improve-4ce0705bbb2bafd9,0,0,0,,,0,0,0,no_overlap
improve-2571e9b5be9989f0,0,0,0,,,0,0,0,no_overlap
improve-bc1629acc3dafd36,0,0,0,,,0,0,0,no_overlap
improve-e1c5d5060965d96f,0,0,0,,,0,0,0,no_overlap
improve-01a06559e2416798,0,0,0,,,0,0,0,no_overlap
improve-3f774a14f20ab17b,0,0,0,,,0,0,0,no_overlap
improve-9e170c1efa973ad5,0,0,0,,,0,0,0,no_overlap
improve-e87d7362d77489d7,0,0,0,,,0,0,0,no_overlap
improve-1444c634de3abb3f,0,0,0,,,0,0,0,no_overlap
improve-04368be2c59e80a4,0,0,0,,,0,0,0,no_overlap
improve-3163d4b5ed0408cb,0,0,0,,,0,0,0,no_overlap
improve-2ec6587789c1e2e4,0,0,0,,,0,0,0,no_overlap
improve-21fe379068b53834,0,0,0,,,0,0,0,no_overlap
improve-68b63a4b339d0ef6,0,0,0,,,0,0,0,no_overlap
improve-1b4531581fdd3b50,0,0,0,,,0,0,0,no_overlap
improve-b6f8207eed061c40,0,0,0,,,0,0,0,no_overlap
improve-b492c3a51b56f942,0,0,0,,,0,0,0,no_overlap
improve-8576dda28c5109a6,0,0,0,,,0,0,0,no_overlap
improve-590375ca80e38809,0,0,0,,,0,0,0,no_overlap
improve-74e9fae1a49dbdc5,0,0,0,,,0,0,0,no_overlap
improve-6a8926e2e5426023,0,0,0,,,0,0,0,no_overlap
improve-fcfb3cf6916c1485,0,0,0,,,0,0,0,no_overlap
improve-c0e3c3c864f59f6c,0,0,0,,,0,0,0,no_overlap
improve-e986fae6a8346522,0,0,0,,,0,0,0,no_overlap
improve-1335239230b4210c,0,0,0,,,0,0,0,no_overlap
improve-bec4e80a34ab29a4,0,0,0,,,0,0,0,no_overlap
improve-1d8e7bf3d9056218,0,0,0,,,0,0,0,no_overlap
improve-f0a33e5de15865c7,0,0,0,,,0,0,0,no_overlap
improve-44e540be71fe43c0,0,0,0,,,0,0,0,no_overlap
improve-8fcf680817a7a1cc,0,0,0,,,0,0,0,no_overlap
improve-7845dbc31128f51a,0,0,0,,,0,0,0,no_overlap
improve-16b11169858223ca,0,0,0,,,0,0,0,no_overlap
improve-5aea5710391a5d3d,0,0,0,,,0,0,0,no_overlap
improve-964bac26c859fdca,0,0,0,,,0,0,0,no_overlap
improve-16087fa13044af14,0,0,0,,,0,0,0,no_overlap
improve-67b8a0973a1b08b0,0,0,0,,,0,0,0,no_overlap
improve-10a2a9f2f7e8f9b9,0,0,0,,,0,0,0,no_overlap
improve-db98e20b4634f290,0,0,0,,,0,0,0,no_overlap
improve-4851c032aa764ae0,0,0,0,,,0,0,0,no_overlap
improve-eaa28b7b46aae932,0,0,0,,,0,0,0,no_overlap
improve-c7a5dc235355c8ca,0,0,0,,,0,0,0,no_overlap
improve-56e625f615e31579,0,0,0,,,0,0,0,no_overlap
improve-74be962859315121,0,0,0,,,0,0,0,no_overlap
improve-5cdc94230ec5553b,0,0,0,,,0,0,0,no_overlap
improve-9fa98019a738d39a,0,0,0,,,0,0,0,no_overlap
improve-f18f92f7ef03b401,0,0,0,,,0,0,0,no_overlap
improve-ae0699a16d158184,0,0,0,,,0,0,0,no_overlap
improve-c579a28a164de022,0,0,0,,,0,0,0,no_overlap
improve-fa8662a4341e6a4c,0,0,0,,,0,0,0,no_overlap
improve-36e535e7ed478408,0,0,0,,,0,0,0,no_overlap
improve-2650b1c3b117f43e,0,0,0,,,0,0,0,no_overlap
improve-7979b1ba647da922,0,0,0,,,0,0,0,no_overlap
improve-c7d28769809920a6,0,0,0,,,0,0,0,no_overlap
improve-0beca0a4b86c2ded,0,0,0,,,0,0,0,no_overlap
improve-17a085e2fda2027b,0,0,0,,,0,0,0,no_overlap
improve-4ef02d1619f09406,0,0,0,,,0,0,0,no_overlap
improve-25beafbbc1ccdf32,0,0,0,,,0,0,0,no_overlap
improve-3ff6f36e4b1caa27,0,0,0,,,0,0,0,no_overlap
improve-a9fc2e96e2442fff,0,0,0,,,0,0,0,no_overlap
improve-e8ccd58e26bd77cd,0,0,0,,,0,0,0,no_overlap
improve-9f0976149b38e0da,0,0,0,,,0,0,0,no_overlap
improve-8027d170f1b6a1fe,0,0,0,,,0,0,0,no_overlap
improve-6f9b5f77207d0afe,0,0,0,,,0,0,0,no_overlap
improve-b9a99354b333588f,0,0,0,,,0,0,0,no_overlap
improve-6021945bf966d224,0,0,0,,,0,0,0,no_overlap
improve-1f0fb472aad3308b,0,0,0,,,0,0,0,no_overlap
improve-58bc380936e723c2,0,0,0,,,0,0,0,no_overlap
improve-e148bf9bb88d59f5,0,0,0,,,0,0,0,no_overlap
improve-a8f7896c2983ab76,0,0,0,,,0,0,0,no_overlap
improve-e10dc7effdb9fa68,0,0,0,,,0,0,0,no_overlap
improve-db1ed851ef46b5b3,0,0,0,,,0,0,0,no_overlap
improve-6a4f4e11ae0317df,0,0,0,,,0,0,0,no_overlap
improve-185244be8e5faba9,0,0,0,,,0,0,0,no_overlap
improve-85d953df84336617,0,0,0,,,0,0,0,no_overlap
improve-7c88b2fa01db0477,0,0,0,,,0,0,0,no_overlap
improve-003a0d932b22b9a1,0,0,0,,,0,0,0,no_overlap
improve-8a295089826bebbd,0,0,0,,,0,0,0,no_overlap
improve-fd309c22b9342d93,0,0,0,,,0,0,0,no_overlap
improve-082555768714fa54,0,0,0,,,0,0,0,no_overlap
improve-fb5c1b1d0baff8aa,0,0,0,,,0,0,0,no_overlap
improve-66cb0cd710684233,0,0,0,,,0,0,0,no_overlap
improve-82b3c76060963630,0,0,0,,,0,0,0,no_overlap
improve-44067f6eeecde131,0,0,0,,,0,0,0,no_overlap
improve-7c36fa5d21b2bf0e,0,0,0,,,0,0,0,no_overlap
improve-d62f43220978799d,0,0,0,,,0,0,0,no_overlap
improve-a593bb2c73455fc6,0,0,0,,,0,0,0,no_overlap
improve-b6f18ded42affd9f,0,0,0,,,0,0,0,no_overlap
improve-67efc805241fae1b,0,0,0,,,0,0,0,no_overlap
improve-57db91d4a466718e,0,0,0,,,0,0,0,no_overlap
improve-38c62a2d48ac851a,0,0,0,,,0,0,0,no_overlap
improve-eb943e4076a575c3,0,0,0,,,0,0,0,no_overlap
improve-982665696e0779fc,0,0,0,,,0,0,0,no_overlap
improve-aed19877ccccd96f,0,0,0,,,0,0,0,no_overlap
improve-e42a8d9f0d8ff3fd,0,0,0,,,0,0,0,no_overlap
improve-a1b0509ab243bf44,0,0,0,,,0,0,0,no_overlap
improve-d857515ea7cd758b,0,0,0,,,0,0,0,no_overlap
improve-430f242435ab6f3c,0,0,0,,,0,0,0,no_overlap
improve-67d74c3d6f9adbe1,0,0,0,,,0,0,0,no_overlap
improve-5dbf29dbf6c9e473,0,0,0,,,0,0,0,no_overlap
improve-a312cc3a9a639815,0,0,0,,,0,0,0,no_overlap
improve-3aa002d06f2dcca8,0,0,0,,,0,0,0,no_overlap
improve-882de36907db5079,0,0,0,,,0,0,0,no_overlap
improve-f93c62b0e5b9f2e6,0,0,0,,,0,0,0,no_overlap
improve-7ed079962134e2fc,0,0,0,,,0,0,0,no_overlap
improve-08954315993c239e,0,0,0,,,0,0,0,no_overlap
improve-6c0b4405986127e6,0,0,0,,,0,0,0,no_overlap
improve-2e8dac443306d4a9,0,0,0,,,0,0,0,no_overlap
improve-e41aeb7092ba2749,0,0,0,,,0,0,0,no_overlap
improve-8d17bb26c27107d6,0,0,0,,,0,0,0,no_overlap
improve-23901f560f1c4e26,0,0,0,,,0,0,0,no_overlap
improve-dbe27ffc9027a2f0,0,0,0,,,0,0,0,no_overlap
improve-f97a144f0647db38,0,0,0,,,0,0,0,no_overlap
improve-9ccc1e5f066b37dc,0,0,0,,,0,0,0,no_overlap
improve-e9b4d32adf456d1d,0,0,0,,,0,0,0,no_overlap
improve-0838ecdc1e9d819d,0,0,0,,,0,0,0,no_overlap
improve-f3438212c9e0202c,0,0,0,,,0,0,0,no_overlap
improve-68f30834f3b6b1ee,0,0,0,,,0,0,0,no_overlap
improve-fd2f55dc26c3f1c8,0,0,0,,,0,0,0,no_overlap
improve-0e7c01755054462f,0,0,0,,,0,0,0,no_overlap
improve-73ab7d399f860379,0,0,0,,,0,0,0,no_overlap
improve-04e212fd28c1462e,0,0,0,,,0,0,0,no_overlap
improve-f7baff688f5ff8a4,0,0,0,,,0,0,0,no_overlap
improve-7a9a5c11c8525c4c,0,0,0,,,0,0,0,no_overlap
improve-2868ac2656e3642d,0,0,0,,,0,0,0,no_overlap
improve-e04a41eeffa62030,0,0,0,,,0,0,0,no_overlap
improve-260a8d1bd55ff529,0,0,0,,,0,0,0,no_overlap
improve-825bfaa01f08ad1b,0,0,0,,,0,0,0,no_overlap
improve-48cc789267f1ba10,0,0,0,,,0,0,0,no_overlap
improve-3f7350045ef102f2,0,0,0,,,0,0,0,no_overlap
improve-4fa453c4accb2cfc,0,0,0,,,0,0,0,no_overlap
improve-d45f43915e627605,0,0,0,,,0,0,0,no_overlap
improve-a78aecfca778de74,0,0,0,,,0,0,0,no_overlap
improve-a8e721e2a9aa1d8d,0,0,0,,,0,0,0,no_overlap
improve-d60b08afebf5a58a,0,0,0,,,0,0,0,no_overlap
improve-6b8ce4d28da7e1c7,0,0,0,,,0,0,0,no_overlap
improve-6db06f431429d4a6,0,0,0,,,0,0,0,no_overlap
improve-ff7f24ef4963cadc,0,0,0,,,0,0,0,no_overlap
improve-7c638c33994aadfd,0,0,0,,,0,0,0,no_overlap
improve-a1bc9cce72b1dd03,0,0,0,,,0,0,0,no_overlap
improve-7024425513436c28,0,0,0,,,0,0,0,no_overlap
improve-cb6bfd8667343dce,0,0,0,,,0,0,0,no_overlap
improve-a14f3a2b8b418ab8,0,0,0,,,0,0,0,no_overlap
improve-dd9e8df8bef29877,0,0,0,,,0,0,0,no_overlap
improve-ee85780120e3e2f8,0,0,0,,,0,0,0,no_overlap
improve-a0dfebb3b3ce92ca,0,0,0,,,0,0,0,no_overlap
improve-b1e6d43f92d77cb2,0,0,0,,,0,0,0,no_overlap
improve-fcb3a61b90359b97,0,0,0,,,0,0,0,no_overlap
improve-5481b1921b9b0651,0,0,0,,,0,0,0,no_overlap
improve-9f31d238ed1023f5,0,0,0,,,0,0,0,no_overlap
improve-9f56d9b56f66f320,0,0,0,,,0,0,0,no_overlap
improve-7a9d82c0e5a0c253,0,0,0,,,0,0,0,no_overlap
improve-a3e8f732e5d4c06d,0,0,0,,,0,0,0,no_overlap
improve-01764084ffa80254,0,0,0,,,0,0,0,no_overlap
improve-606f000458baeaf5,0,0,0,,,0,0,0,no_overlap
improve-46763a888f157997,0,0,0,,,0,0,0,no_overlap
improve-311c829c55f55b72,0,0,0,,,0,0,0,no_overlap
improve-68750eca8060d2b4,0,0,0,,,0,0,0,no_overlap
improve-73ffb24414c4fc2d,0,0,0,,,0,0,0,no_overlap
improve-ba97cdd7d3b44f2f,0,0,0,,,0,0,0,no_overlap
improve-f2c823b69f32e1b0,0,0,0,,,0,0,0,no_overlap
improve-762b38f74db7a5f7,0,0,0,,,0,0,0,no_overlap
improve-551fd40932240a61,0,0,0,,,0,0,0,no_overlap
improve-3603925dfa20ae76,0,0,0,,,0,0,0,no_overlap
improve-0c977ae6a8c83d16,0,0,0,,,0,0,0,no_overlap
improve-4e4545205f165bc7,0,0,0,,,0,0,0,no_overlap
improve-f911b1d81f5ab02b,0,0,0,,,0,0,0,no_overlap
improve-09e6625231f76c7f,0,0,0,,,0,0,0,no_overlap
improve-2b07dc2088a38e8a,0,0,0,,,0,0,0,no_overlap
improve-5a677e4480b8fe17,0,0,0,,,0,0,0,no_overlap
improve-d3b935565cdb31a3,0,0,0,,,0,0,0,no_overlap
improve-a3faff0fd57fab11,0,0,0,,,0,0,0,no_overlap
improve-a21826654f68f72d,0,0,0,,,0,0,0,no_overlap
improve-4d832b191247f15f,0,0,0,,,0,0,0,no_overlap
improve-83efd8f947045d08,0,0,0,,,0,0,0,no_overlap
improve-228bcb4e0d537024,0,0,0,,,0,0,0,no_overlap
improve-4fcb9bb593f39860,0,0,0,,,0,0,0,no_overlap
improve-c2e80b2e07f03449,0,0,0,,,0,0,0,no_overlap
improve-2884a376a4520346,0,0,0,,,0,0,0,no_overlap
improve-33eb8704b8ca8f6e,0,0,0,,,0,0,0,no_overlap
improve-663ff0bd1efe79b5,0,0,0,,,0,0,0,no_overlap
improve-0ac4b42445a64f8d,0,0,0,,,0,0,0,no_overlap
improve-c12e575e913fd745,0,0,0,,,0,0,0,no_overlap
improve-1fff66f240e29921,0,0,0,,,0,0,0,no_overlap
improve-ad10c60bd6551c0c,0,0,0,,,0,0,0,no_overlap
improve-e266e2de71967b3a,0,0,0,,,0,0,0,no_overlap
improve-fdfaf2df3e63ba67,0,0,0,,,0,0,0,no_overlap
improve-fb6efa0b216832b0,0,0,0,,,0,0,0,no_overlap
improve-b0a43526182dea69,0,0,0,,,0,0,0,no_overlap
improve-c42b9d80719a0e70,0,0,0,,,0,0,0,no_overlap
improve-c1dfae60529330bb,0,0,0,,,0,0,0,no_overlap
improve-326dd5f8c2abbbac,0,0,0,,,0,0,0,no_overlap
improve-405dd10032a1599f,0,0,0,,,0,0,0,no_overlap
improve-5068691fa4e6a78f,0,0,0,,,0,0,0,no_overlap
improve-5e77615d576a1b01,0,0,0,,,0,0,0,no_overlap
improve-7b2aa8aa02f510db,0,0,0,,,0,0,0,no_overlap
improve-21c871f2fdbea2ea,0,0,0,,,0,0,0,no_overlap
improve-f0b4e2238b7dd1b7,0,0,0,,,0,0,0,no_overlap
improve-7298f62139d00559,0,0,0,,,0,0,0,no_overlap
improve-b4499c25d1d64157,0,0,0,,,0,0,0,no_overlap
improve-8b410f089a3b3a22,0,0,0,,,0,0,0,no_overlap
improve-499db9fc65c6510c,0,0,0,,,0,0,0,no_overlap
improve-09ddb96048c9a58b,0,0,0,,,0,0,0,no_overlap
improve-074409028e92bbce,0,0,0,,,0,0,0,no_overlap
