record_id,benchmark_label,exact_prime2_peptide_hla,exact_bigmhc_im_trainval,exact_deepimmuno_peptide_hla,union_known_exact_overlap,prime2_label_conflict,deepimmuno_label_conflict,peptide_only_prime2_different_hla,peptide_only_deepimmuno_different_hla,near_hamming1_prime2_same_hla,near_hamming1_deepimmuno_same_hla,deephlapan_training_overlap
rcc-vaccine-b2f6110d808ac0da,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-f43e93564087f160,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-fc1276f53c3f45e1,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-3e6b1c1d8de0ce71,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-4255bdded9e984bd,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-31c3a5a1c962db43,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-d3d4046d155047b6,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-5e4096b57e93c92e,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-e8d6aeb51705642a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-26dc24e186221fe2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-364822c022710958,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-9c477d13a3359f5e,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-487a8e43d12c17ac,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-539b50b223ea0ee1,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-618d6aa7d8232657,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-71f5d2ab19a389e8,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-409a0661a319bbb1,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-9f431d040990f0f7,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-7c1009a0bb0524b3,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-42e869aba90dc4bd,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-a1a88d1c11b4fcdd,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-d42b9fb3a44366ac,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-ce806d8b1a4132b2,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-ea51c18cc4e16995,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-9bce007ba3a4aff0,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-aa3019acbdddb7dc,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-1bcdaed331509a08,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-4a1853322eea7a14,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-cde49959d75e6ec2,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-7f8e1f8e02332663,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-b8aa4d97d214f765,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-5993797f7a6c7057,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-eacb2f310488ca9d,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-70f05fcfa038224f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-4d15c4e62bb19311,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-a6b2180415ff1b56,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-e52f3609d694b4ba,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-763f29ff7ac4c65d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-c331f65899396b9b,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-09c9b699d977f421,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-e944d5a782a7d074,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-75f86cf28dca60e2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-5b2ef450eaf2248a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-c50e7f0e1b3b69a5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-ae70f68909b113e8,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-efdf21635c142ab8,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-817b1ac6328997a7,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-feb66d3c66c8a4de,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-7946e9a10fe114cf,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-f3e32e857dd09d71,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-240bf5b232815c6a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-40c01a17a3ed4a2e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-7b823cc728ea1450,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-0c7eb5e3295f0ad2,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-88aaf2311ce63196,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-bcae618cfad77c1f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-11f61d47947266cc,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-f4a4db2362e7a54e,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-1eceb5b6a969d721,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-55106745d24cfbf4,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-a808947689fbe42c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-590f5ea08f24e2cf,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-b984dc3be5c1fa17,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-6ff6e758ac279425,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-aa0d4e0503dacba4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-4d44829f31cf5558,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-4f7d9f9f22d48440,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-60d1ba1b8ae350fd,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-7ec85836cb09ee30,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-4b7fdcc54f65b98b,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-d02de725ecc685a5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-e1d984ebf245728f,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-a9a3c2bc98a74746,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-da610226e338a8de,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-ca0a8a8bb4e2d094,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-c45585f253341070,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-b2761351ccb757b7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-b1ad936ccc2f249a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-02261377bb800592,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-834aff6d2a7dc363,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-0036b8c45a4cd20d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-08447808dd0300dd,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-34c3e7e7a2dcd8b6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-1ae968c5ae01f49b,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-29f7c92d094c1ced,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-0aaef5904890371c,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-27b47d43dab2b353,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-46b486b9d199e93a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-b8a9c44bcf53568f,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-7425139a6230adc0,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-e39c49c350f42009,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-73717d4619b66faf,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-f130cbb5ea1ca0fa,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-3f16099c911d2791,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-07bc8054e1edd65a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-99bd603a759d6b22,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-ad726d8ef91bd0e6,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-972e1f28fe4cb96a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-e0d628668c1eccf2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-3d165d772065bb3a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-9ef49682993d2ea1,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-6c01a27a6a575007,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
rcc-vaccine-12b152d35907e280,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
