record_id,benchmark_label,exact_peptide_hla_in_prime2_train,peptide_in_prime2_train,matched_training_labels,prime2_random_flag,exact_bigmhc_im_trainval_overlap,classification
tesla-d81b7a82c21aa79e,0,1,1,0,0,1,exact_label_concordant
tesla-5637786164fc4bce,0,1,1,0,0,1,exact_label_concordant
tesla-949065e1f253fc96,0,1,1,0,0,1,exact_label_concordant
tesla-d9914b684e7d427f,0,1,1,0,0,1,exact_label_concordant
tesla-d3e08d3798e9d81b,0,1,1,0,0,1,exact_label_concordant
tesla-9207108c2ae6acf8,0,1,1,0,0,1,exact_label_concordant
tesla-530261c459ee0a2c,0,1,1,0,0,1,exact_label_concordant
tesla-4407412b1c9c9690,0,1,1,0,0,1,exact_label_concordant
tesla-006675f14b50a976,0,1,1,0,0,1,exact_label_concordant
tesla-b139df5128801fcb,0,1,1,0,0,1,exact_label_concordant
tesla-d7db8cd063a95dce,0,1,1,0,0,1,exact_label_concordant
tesla-3612b043abcc40ed,0,1,1,0,0,1,exact_label_concordant
tesla-523e16e0a507e84a,0,1,1,0,0,1,exact_label_concordant
tesla-3c2d54765a409a86,0,1,1,0,0,1,exact_label_concordant
tesla-9c8e8cde5e3906a8,0,1,1,0,0,1,exact_label_concordant
tesla-94b9b04acc7f6b6b,0,1,1,0,0,1,exact_label_concordant
tesla-c8522577e24d932d,0,1,1,0,0,1,exact_label_concordant
tesla-c57f99564709f058,0,1,1,0,0,1,exact_label_concordant
tesla-88912e6c31fd5b42,0,1,1,0,0,1,exact_label_concordant
tesla-00b09145723c594a,0,1,1,0,0,1,exact_label_concordant
tesla-0e7b753619899870,0,1,1,0,0,1,exact_label_concordant
tesla-1a6d78b250a1875f,0,1,1,0,0,1,exact_label_concordant
tesla-7f29bdf3d8eba86b,0,1,1,0,0,1,exact_label_concordant
tesla-f0b2b43c701ee888,0,1,1,0,0,1,exact_label_concordant
tesla-95235f2880c56f3e,0,1,1,0,0,1,exact_label_concordant
tesla-ea400f0301c730ea,0,1,1,0,0,1,exact_label_concordant
tesla-64d78323c3eb4fb8,0,1,1,0,0,1,exact_label_concordant
tesla-f7c927a05af6edbb,0,1,1,0,0,1,exact_label_concordant
tesla-496b2f43aec7dc31,0,1,1,0,0,1,exact_label_concordant
tesla-3f63ddf74dfae575,1,1,1,1,0,1,exact_label_concordant
tesla-662fff53df039ca1,0,1,1,0,0,1,exact_label_concordant
tesla-329cd7d606d663d6,0,1,1,0,0,1,exact_label_concordant
tesla-c91d2ae56f8c298e,0,1,1,0,0,1,exact_label_concordant
tesla-6f41b7116613d4ac,0,1,1,0,0,1,exact_label_concordant
tesla-283e85b3ebe4d669,0,1,1,0,0,1,exact_label_concordant
tesla-9ee2e3da26c7dfb4,0,1,1,0,0,1,exact_label_concordant
tesla-1076f25cfd7ede75,0,1,1,0,0,1,exact_label_concordant
tesla-600f5d0428e2fb75,0,1,1,0,0,1,exact_label_concordant
tesla-e546f6c3107d4c9e,0,1,1,0,0,1,exact_label_concordant
tesla-cdc9a36b348425a3,0,1,1,0,0,1,exact_label_concordant
tesla-1bd413be788873be,0,1,1,0,0,1,exact_label_concordant
tesla-f37e6bdca1f8d8cb,0,1,1,0,0,1,exact_label_concordant
tesla-dc5d545fc67f4abc,0,1,1,0,0,1,exact_label_concordant
tesla-4673a647cd48d811,0,1,1,0,0,1,exact_label_concordant
tesla-29468efdd22ae4be,0,1,1,0,0,1,exact_label_concordant
tesla-754c8549b59a8807,0,1,1,0,0,1,exact_label_concordant
tesla-93c62db265f0fb6c,0,1,1,0,0,1,exact_label_concordant
tesla-d1058235789bbd50,0,1,1,0,0,1,exact_label_concordant
tesla-95ff120c92075767,0,1,1,0,0,1,exact_label_concordant
tesla-c58342ee1466872c,0,1,1,0,0,1,exact_label_concordant
tesla-26683cdc2b1d8c07,0,1,1,0,0,1,exact_label_concordant
tesla-d9e886fed17477a7,0,1,1,0,0,1,exact_label_concordant
tesla-bc1b500cc5b2eb68,0,1,1,0,0,1,exact_label_concordant
tesla-7eb2fd7a945f88ee,0,1,1,0,0,1,exact_label_concordant
tesla-78c0cf081a7636c0,0,1,1,0,0,1,exact_label_concordant
tesla-4866a5cef8927c73,0,1,1,0,0,1,exact_label_concordant
tesla-dd8865f89dd1621b,1,1,1,1,0,1,exact_label_concordant
tesla-7a968edac5bd3f32,0,1,1,0,0,1,exact_label_concordant
tesla-db1e67feda020d59,0,1,1,0,0,1,exact_label_concordant
tesla-a8f20a51ad5a9396,0,1,1,0,0,1,exact_label_concordant
tesla-3b7e035b06b8cd67,0,1,1,0,0,1,exact_label_concordant
tesla-ca108247777a3d7e,0,1,1,0,0,1,exact_label_concordant
tesla-a9106bc2c7dbbf7b,1,1,1,1,0,1,exact_label_concordant
tesla-670d9e5a04e64dbd,0,1,1,0,0,1,exact_label_concordant
tesla-3c5911df901adda8,0,1,1,0,0,1,exact_label_concordant
tesla-811451a25730b20f,0,1,1,0,0,1,exact_label_concordant
tesla-94a43fa5863a4ca5,0,1,1,0,0,1,exact_label_concordant
tesla-b015954bcb3f6586,0,1,1,0,0,1,exact_label_concordant
tesla-0ff4e3192dbefaa4,0,1,1,0,0,1,exact_label_concordant
tesla-3f63b8b609ca7634,0,1,1,0,0,1,exact_label_concordant
tesla-9726ba3d6109f2ba,0,1,1,0,0,1,exact_label_concordant
tesla-80bc767be73ea1bc,0,1,1,0,0,1,exact_label_concordant
tesla-e094bd2dd2002cb6,0,1,1,0,0,1,exact_label_concordant
tesla-ea7b82a492500220,0,1,1,0,0,1,exact_label_concordant
tesla-4e86b6bb1f2ece6b,0,1,1,0,0,1,exact_label_concordant
tesla-ba8a86ac124857a4,0,1,1,0,0,1,exact_label_concordant
tesla-ab3edd194a545c61,0,1,1,0,0,1,exact_label_concordant
tesla-d09363e761d27d4c,0,1,1,0,0,1,exact_label_concordant
tesla-b80dff439d03b064,0,1,1,0,0,1,exact_label_concordant
tesla-e065917829b11d53,0,1,1,0,0,1,exact_label_concordant
tesla-c8b0427e2ffa9867,0,1,1,0,0,1,exact_label_concordant
tesla-36618512c4bd0114,0,1,1,0,0,1,exact_label_concordant
tesla-b7e360cb0fa71994,0,1,1,0,0,1,exact_label_concordant
tesla-a95e798d80c71465,0,1,1,0,0,1,exact_label_concordant
tesla-8046d855b64052a7,0,1,1,0,0,1,exact_label_concordant
tesla-84c7b16cf792391c,0,1,1,0,0,1,exact_label_concordant
tesla-2be8de7073fe63f1,0,1,1,0,0,1,exact_label_concordant
tesla-db72265eb5b72816,0,1,1,0,0,1,exact_label_concordant
tesla-a7d1007d32877185,0,1,1,0,0,1,exact_label_concordant
tesla-fb30a985337df862,0,1,1,0,0,1,exact_label_concordant
tesla-51ccc55c8bbd3602,0,1,1,0,0,1,exact_label_concordant
tesla-b345366e4aa607b0,0,1,1,0,0,1,exact_label_concordant
tesla-88fc31a0e1213b19,0,1,1,0,0,1,exact_label_concordant
tesla-3a214d74eb79bc50,0,1,1,0,0,1,exact_label_concordant
tesla-77cb58ab81bb789d,0,1,1,0,0,1,exact_label_concordant
tesla-e6d913e93ea433e3,0,1,1,0,0,1,exact_label_concordant
tesla-d3aac9df8960d51d,0,1,1,0,0,1,exact_label_concordant
tesla-6739d2cdf2b72f67,0,1,1,0,0,1,exact_label_concordant
tesla-267f84de8eb4961a,0,1,1,0,0,1,exact_label_concordant
tesla-db90ce62c76c03c8,0,1,1,0,0,1,exact_label_concordant
tesla-1b775d7f748f9ab5,1,1,1,1,0,1,exact_label_concordant
tesla-7ae75dc4d93086dc,0,1,1,0,0,1,exact_label_concordant
tesla-57d1ead662a3fe24,0,1,1,0,0,1,exact_label_concordant
tesla-d830cdc4c29bcfc1,0,1,1,0,0,1,exact_label_concordant
tesla-d3d67e792d98f313,0,1,1,0,0,1,exact_label_concordant
tesla-ccfe8ac3891db90e,0,1,1,0,0,1,exact_label_concordant
tesla-829a571f587a3c3f,0,1,1,0,0,1,exact_label_concordant
tesla-f83a9d7c438d1027,0,1,1,0,0,1,exact_label_concordant
tesla-0bbddcf324b2978c,0,1,1,0,0,1,exact_label_concordant
tesla-164364ad91e7a290,0,1,1,0,0,1,exact_label_concordant
tesla-fb8280028d8f818e,0,1,1,0,0,1,exact_label_concordant
tesla-869d556b03be6cd0,0,1,1,0,0,1,exact_label_concordant
tesla-49cd7b2abb10c0ef,0,1,1,0,0,1,exact_label_concordant
tesla-c43a2270ef0c5c8b,0,1,1,0,0,1,exact_label_concordant
tesla-abd4aaf37dce636b,0,1,1,0,0,1,exact_label_concordant
tesla-aa03903f30887ce9,0,1,1,0,0,1,exact_label_concordant
tesla-870ff574debe3307,0,1,1,0,0,1,exact_label_concordant
tesla-680f8ac3a0ef9f47,0,1,1,0,0,1,exact_label_concordant
tesla-82fe38cdb498ef4e,0,1,1,0,0,1,exact_label_concordant
tesla-488fbb6c195b50cf,0,1,1,0,0,1,exact_label_concordant
tesla-39f79a604e86ec51,0,1,1,0,0,1,exact_label_concordant
tesla-9ec3c4daae20bf1e,0,1,1,0,0,1,exact_label_concordant
tesla-2ff8e385f1b61e52,0,1,1,0,0,1,exact_label_concordant
tesla-58d6d7843dafc8e7,0,1,1,0,0,1,exact_label_concordant
tesla-3bae7292109664bf,0,1,1,0,0,1,exact_label_concordant
tesla-213e622b14a989c2,0,1,1,0,0,1,exact_label_concordant
tesla-6e0f0b48718ff145,0,1,1,0,0,1,exact_label_concordant
tesla-4df10d27bdbe5363,0,1,1,0,0,1,exact_label_concordant
tesla-bb86bf68c08e0751,0,1,1,0,0,1,exact_label_concordant
tesla-65b298954ee124e5,0,1,1,0,0,1,exact_label_concordant
tesla-4f244b7fd0bba28a,0,1,1,0,0,1,exact_label_concordant
tesla-af3cf43c46458c15,0,1,1,0,0,1,exact_label_concordant
tesla-bc5e38248c727a53,0,1,1,0,0,1,exact_label_concordant
tesla-893607445eff978d,0,1,1,0,0,1,exact_label_concordant
tesla-50599d2695c34b24,0,1,1,0,0,1,exact_label_concordant
tesla-d05881069f8cb92b,1,1,1,1,0,1,exact_label_concordant
tesla-a4a84f223c699d2e,0,1,1,0,0,1,exact_label_concordant
tesla-13e8c2c513146a41,0,1,1,0,0,1,exact_label_concordant
tesla-31bc9124d6ead903,0,1,1,0,0,1,exact_label_concordant
tesla-076da5179e881e07,0,1,1,0,0,1,exact_label_concordant
tesla-d0ffa2653b412ba8,0,1,1,0,0,1,exact_label_concordant
tesla-4659342a3c392e69,0,1,1,0,0,1,exact_label_concordant
tesla-a204ab0dd59a3b03,0,1,1,0,0,1,exact_label_concordant
tesla-0e479537c5873995,0,1,1,0,0,1,exact_label_concordant
tesla-6e7520a72ef497a9,0,1,1,0,0,1,exact_label_concordant
tesla-33b3bd20c15a56a5,0,1,1,0,0,1,exact_label_concordant
tesla-63383b682eb2a0c8,0,1,1,0,0,1,exact_label_concordant
tesla-12b2081c2b2b347e,0,1,1,0,0,1,exact_label_concordant
tesla-1ca1e23adb877b28,0,1,1,0,0,1,exact_label_concordant
tesla-0f55211d5beb939e,0,1,1,0,0,1,exact_label_concordant
tesla-511424736753a653,0,1,1,0,0,1,exact_label_concordant
tesla-acf3c8f0e4b822c1,0,1,1,0,0,1,exact_label_concordant
tesla-7ebc2601e9937f74,0,1,1,0,0,1,exact_label_concordant
tesla-a82f47712095e8a1,0,1,1,0,0,1,exact_label_concordant
tesla-c6b830eaed639a73,0,1,1,0,0,1,exact_label_concordant
tesla-3007b5fb49470cd5,0,1,1,0,0,1,exact_label_concordant
tesla-ce70d5c6880688a9,0,1,1,0,0,1,exact_label_concordant
tesla-b89f4510aaba90cb,0,1,1,0,0,1,exact_label_concordant
tesla-a9e22f9801f5c782,0,1,1,0,0,1,exact_label_concordant
tesla-0e7b6b45fd457aa9,0,1,1,0,0,1,exact_label_concordant
tesla-398d7e1fa42a0acc,0,1,1,0,0,1,exact_label_concordant
tesla-6ae7037c43b6009f,0,1,1,0,0,1,exact_label_concordant
tesla-7137553b408d0932,0,1,1,0,0,1,exact_label_concordant
tesla-efa147c7cc9a823b,0,1,1,0,0,1,exact_label_concordant
tesla-64ec3ccf9d2b2b30,0,1,1,0,0,1,exact_label_concordant
tesla-970a7357bf9b09ef,0,1,1,0,0,1,exact_label_concordant
tesla-49ee2e7e8707c6ff,0,1,1,0,0,1,exact_label_concordant
tesla-eddf97f50032e38f,0,1,1,0,0,1,exact_label_concordant
tesla-fa3efc8901c472a8,0,1,1,0,0,1,exact_label_concordant
tesla-938bc208ad1598d9,0,1,1,0,0,1,exact_label_concordant
tesla-3670ee78d7b8417b,0,1,1,0,0,1,exact_label_concordant
tesla-172f1a0dfb599fb4,0,1,1,0,0,1,exact_label_concordant
tesla-fa15fe24fa5cb3a5,0,1,1,0,0,1,exact_label_concordant
tesla-bd131cb9f753fddd,0,1,1,0,0,1,exact_label_concordant
tesla-8c7cd7a32a5fdf1f,0,1,1,0,0,1,exact_label_concordant
tesla-51fbc88348f9cb0f,0,1,1,0,0,1,exact_label_concordant
tesla-2e51b31d99d00310,0,1,1,0,0,1,exact_label_concordant
tesla-26e79b660ed988e2,0,1,1,0,0,1,exact_label_concordant
tesla-914001b771974f7c,0,1,1,0,0,1,exact_label_concordant
tesla-0999479f810e534c,0,1,1,0,0,1,exact_label_concordant
tesla-f7e9d8e0a691fdaa,0,1,1,0,0,1,exact_label_concordant
tesla-f353d7b1f328c9db,1,1,1,1,0,1,exact_label_concordant
tesla-91077326e26e8cc7,0,1,1,0,0,1,exact_label_concordant
tesla-ca5ebbe868a48bb0,0,1,1,0,0,1,exact_label_concordant
tesla-7962fc391826ef19,0,1,1,0,0,1,exact_label_concordant
tesla-8b03fc0bfa560b08,0,1,1,0,0,1,exact_label_concordant
tesla-23a7245cfc7c630d,0,1,1,0,0,1,exact_label_concordant
tesla-c6e12a1f50fc3c5b,1,1,1,1,0,1,exact_label_concordant
tesla-3d1030c872228db9,0,1,1,0,0,1,exact_label_concordant
tesla-f2567604d699585b,0,1,1,0,0,1,exact_label_concordant
tesla-52ad29d394722cf5,0,1,1,0,0,1,exact_label_concordant
tesla-a0f441a41c35139b,0,1,1,0,0,1,exact_label_concordant
tesla-7622a4d4d16abcfb,0,1,1,0,0,1,exact_label_concordant
tesla-8f4aff001134adba,0,1,1,0,0,1,exact_label_concordant
tesla-b1eb61a63109d519,0,1,1,0,0,1,exact_label_concordant
tesla-c47746dd40e549e8,0,1,1,0,0,1,exact_label_concordant
tesla-3e22854f0db9b1d3,0,1,1,0,0,1,exact_label_concordant
tesla-9005293d83ee600f,0,1,1,0,0,1,exact_label_concordant
tesla-e515f3967f0e7152,0,1,1,0,0,1,exact_label_concordant
tesla-30197803d25aedf2,0,1,1,0,0,1,exact_label_concordant
tesla-84d82b10b844cd28,0,1,1,0,0,1,exact_label_concordant
tesla-518a79d42a5c8012,0,1,1,0,0,1,exact_label_concordant
tesla-302f50bd0860b998,0,1,1,0,0,1,exact_label_concordant
tesla-f20d0cf73bb54eaf,0,1,1,0,0,1,exact_label_concordant
tesla-002df903f1597c6a,0,1,1,0,0,1,exact_label_concordant
tesla-02f5c575c30d3f3f,0,1,1,0,0,1,exact_label_concordant
tesla-d2c97ff362558ec4,0,1,1,0,0,1,exact_label_concordant
tesla-2aa49e53e54a9257,1,1,1,1,0,1,exact_label_concordant
tesla-3e9e8acace5e0ed1,0,1,1,0,0,1,exact_label_concordant
tesla-c010afedceec59f7,0,1,1,0,0,1,exact_label_concordant
tesla-1399aa93f8c4b4d4,0,1,1,0,0,1,exact_label_concordant
tesla-3570b3e86f24b307,0,1,1,0,0,1,exact_label_concordant
tesla-abdc8e22eb8a6090,0,1,1,0,0,1,exact_label_concordant
tesla-c2f49b98b2d4e291,0,1,1,0,0,1,exact_label_concordant
tesla-899bc1097631e3d3,0,1,1,0,0,1,exact_label_concordant
tesla-79df8a2357f51008,0,1,1,0,0,1,exact_label_concordant
tesla-8c58e2dc1c37abab,1,1,1,1,0,1,exact_label_concordant
tesla-cebbbcaf86a17c99,0,1,1,0,0,1,exact_label_concordant
tesla-413c3a68c932c424,0,1,1,0,0,1,exact_label_concordant
tesla-44f8a2f62f3dcedb,0,1,1,0,0,1,exact_label_concordant
tesla-e7351108a11cd491,0,1,1,0,0,1,exact_label_concordant
tesla-a96e43e004e9fb45,0,1,1,0,0,1,exact_label_concordant
tesla-f596903dcbce8d17,0,1,1,0,0,1,exact_label_concordant
tesla-6ec43521112e60dd,0,1,1,0,0,1,exact_label_concordant
